6.000000000000000888e-01 1.013468499999999949e+04
6.029611799999999855e-01 1.014873500000000058e+04
6.059223700000000434e-01 1.016182899999999972e+04
6.088835500000000511e-01 1.017670099999999911e+04
6.118447399999999980e-01 1.018734000000000015e+04
6.148059200000000057e-01 1.019938099999999940e+04
6.177671100000000637e-01 1.021298199999999997e+04
6.207282900000000714e-01 1.022307400000000052e+04
6.236894800000000183e-01 1.022913999999999942e+04
6.266506600000000260e-01 1.023571999999999935e+04
6.296118400000000337e-01 1.023834599999999955e+04
6.325730300000000916e-01 1.023592900000000009e+04
6.355342099999999883e-01 1.023456199999999990e+04
6.384954000000000462e-01 1.023914700000000084e+04
6.414565800000000539e-01 1.024307300000000032e+04
6.444177700000000009e-01 1.025298600000000079e+04
6.473789500000000086e-01 1.026268399999999929e+04
6.503401400000000665e-01 1.027452900000000045e+04
6.533013200000000742e-01 1.027562600000000020e+04
6.562625100000000211e-01 1.027277100000000064e+04
6.592236900000000288e-01 1.026947299999999996e+04
6.621848700000000365e-01 1.026583100000000013e+04
6.651460600000000944e-01 1.026130299999999988e+04
6.681072399999999911e-01 1.025513600000000042e+04
6.710684300000000491e-01 1.024879399999999987e+04
6.740296100000000568e-01 1.024165400000000045e+04
6.769908000000000037e-01 1.023571999999999935e+04
6.799519800000000114e-01 1.022440300000000025e+04
6.829131699999999583e-01 1.021015300000000025e+04
6.858743500000000770e-01 1.019511399999999958e+04
6.888355299999999737e-01 1.018370499999999993e+04
6.917967200000000316e-01 1.017675699999999961e+04
6.947579000000000393e-01 1.017028900000000067e+04
6.977190900000000973e-01 1.017034599999999955e+04
7.006802699999999939e-01 1.017205400000000009e+04
7.036414600000000519e-01 1.017002700000000004e+04
7.066026400000000596e-01 1.017118599999999969e+04
7.095638300000000065e-01 1.016987500000000000e+04
7.125250100000000142e-01 1.017124799999999959e+04
7.154861900000000219e-01 1.016498699999999917e+04
7.184473800000000798e-01 1.015601399999999921e+04
7.214085599999999765e-01 1.014921899999999914e+04
7.243697500000000344e-01 1.014345199999999932e+04
7.273309300000000421e-01 1.013904299999999967e+04
7.302921200000001001e-01 1.013792000000000007e+04
7.332532999999999967e-01 1.013076300000000083e+04
7.362144900000000547e-01 1.012350000000000000e+04
7.391756700000000624e-01 1.011436199999999917e+04
7.421368500000000701e-01 1.010680700000000070e+04
7.450980400000000170e-01 1.009732999999999993e+04
7.480592200000000247e-01 1.008632799999999952e+04
7.510204100000000826e-01 1.007618399999999929e+04
7.539815899999999793e-01 1.006819599999999991e+04
7.569427800000000373e-01 1.005375799999999981e+04
7.599039600000000449e-01 1.004372400000000016e+04
7.628651500000001029e-01 1.003137199999999939e+04
7.658263299999999996e-01 1.002040099999999984e+04
